4.0000e+00 9.0967e-27
4.0500e+00 8.4181e-26
4.1000e+00 4.6270e-25
4.1500e+00 1.4863e-24
4.2000e+00 3.6350e-24
4.2500e+00 7.7878e-24
4.3000e+00 1.5509e-23
4.3500e+00 3.1668e-23
4.4000e+00 7.7471e-23
4.4500e+00 2.2496e-22
4.5000e+00 5.8489e-22
4.5500e+00 1.2461e-21
4.6000e+00 2.2666e-21
4.6500e+00 3.6814e-21
4.7000e+00 5.4117e-21
4.7500e+00 7.3538e-21
4.8000e+00 9.6613e-21
4.8500e+00 1.2436e-20
4.9000e+00 1.5461e-20
4.9500e+00 1.6900e-20
5.0000e+00 1.4953e-20
5.0500e+00 1.0078e-20
5.1000e+00 5.6982e-21
5.1500e+00 3.4621e-21
5.2000e+00 2.5870e-21
5.2500e+00 2.2893e-21
5.3000e+00 2.2018e-21
5.3500e+00 2.1302e-21
5.4000e+00 1.8721e-21
5.4500e+00 1.2868e-21
5.5000e+00 6.5834e-22
5.5500e+00 3.0314e-22
5.6000e+00 1.5669e-22
5.6500e+00 1.0137e-22
5.7000e+00 8.2737e-23
5.7500e+00 8.1645e-23
5.8000e+00 9.1173e-23
5.8500e+00 1.0768e-22
5.9000e+00 1.2765e-22
5.9500e+00 1.4724e-22
6.0000e+00 1.6203e-22
6.0500e+00 1.6835e-22
6.1000e+00 1.6495e-22
6.1500e+00 1.5349e-22
6.2000e+00 1.3758e-22
6.2500e+00 1.1973e-22
6.3000e+00 1.0137e-22
6.3500e+00 8.5515e-23
6.4000e+00 7.2538e-23
6.4500e+00 6.1860e-23
6.5000e+00 5.3125e-23
6.5500e+00 4.6113e-23
6.6000e+00 4.0632e-23
6.6500e+00 3.6440e-23
6.7000e+00 3.3267e-23
6.7500e+00 3.0848e-23
6.8000e+00 2.8967e-23
6.8500e+00 2.7397e-23
6.9000e+00 2.5998e-23
6.9500e+00 2.4655e-23
7.0000e+00 2.3423e-23
7.0500e+00 2.2160e-23
7.1000e+00 2.0827e-23
7.1500e+00 1.9503e-23
7.2000e+00 1.8347e-23
7.2500e+00 1.7464e-23
7.3000e+00 1.6842e-23
7.3500e+00 1.6449e-23
7.4000e+00 1.6234e-23
7.4500e+00 1.6173e-23
7.5000e+00 1.6232e-23
7.5500e+00 1.6378e-23
7.6000e+00 1.6614e-23
7.6500e+00 1.6930e-23
7.7000e+00 1.7318e-23
7.7500e+00 1.7775e-23
7.8000e+00 1.8284e-23
7.8500e+00 1.8854e-23
7.9000e+00 1.9482e-23
7.9500e+00 2.0167e-23
8.0000e+00 2.0910e-23
8.0500e+00 2.1707e-23
8.1000e+00 2.2570e-23
8.1500e+00 2.3498e-23
8.2000e+00 2.4492e-23
8.2500e+00 2.5553e-23
8.3000e+00 2.6684e-23
8.3500e+00 2.7885e-23
8.4000e+00 2.9143e-23
8.4500e+00 3.0449e-23
8.5000e+00 3.1790e-23
8.5500e+00 3.3161e-23
8.6000e+00 3.4543e-23
8.6500e+00 3.5906e-23
8.7000e+00 3.7228e-23
8.7500e+00 3.8487e-23
8.8000e+00 3.9680e-23
8.8500e+00 4.0793e-23
8.9000e+00 4.1793e-23
8.9500e+00 4.2668e-23
9.0000e+00 4.3410e-23
