4.0000e+00 6.0302e-26
4.0500e+00 1.4686e-25
4.1000e+00 3.1626e-25
4.1500e+00 6.4862e-25
4.2000e+00 1.3596e-24
4.2500e+00 2.9139e-24
4.3000e+00 6.1501e-24
4.3500e+00 1.3060e-23
4.4000e+00 2.8081e-23
4.4500e+00 6.0422e-23
4.5000e+00 1.1502e-22
4.5500e+00 1.8584e-22
4.6000e+00 2.6879e-22
4.6500e+00 3.6621e-22
4.7000e+00 4.7682e-22
4.7500e+00 5.9365e-22
4.8000e+00 7.0378e-22
4.8500e+00 7.7032e-22
4.9000e+00 7.8867e-22
4.9500e+00 7.8706e-22
5.0000e+00 7.6761e-22
5.0500e+00 7.3924e-22
5.1000e+00 7.4686e-22
5.1500e+00 7.9266e-22
5.2000e+00 8.4035e-22
5.2500e+00 8.6164e-22
5.3000e+00 8.6560e-22
5.3500e+00 8.5645e-22
5.4000e+00 7.7318e-22
5.4500e+00 5.6177e-22
5.5000e+00 3.3377e-22
5.5500e+00 2.1076e-22
5.6000e+00 1.6712e-22
5.6500e+00 1.5690e-22
5.7000e+00 1.5429e-22
5.7500e+00 1.4236e-22
5.8000e+00 1.2211e-22
5.8500e+00 1.0828e-22
5.9000e+00 1.0303e-22
5.9500e+00 1.0030e-22
6.0000e+00 9.4763e-23
6.0500e+00 8.7145e-23
6.1000e+00 8.1428e-23
6.1500e+00 7.7690e-23
6.2000e+00 7.2941e-23
6.2500e+00 6.4162e-23
6.3000e+00 5.1508e-23
6.3500e+00 3.9608e-23
6.4000e+00 3.0979e-23
6.4500e+00 2.5384e-23
6.5000e+00 2.2055e-23
6.5500e+00 2.0175e-23
6.6000e+00 1.9210e-23
6.6500e+00 1.8830e-23
6.7000e+00 1.8801e-23
6.7500e+00 1.8961e-23
6.8000e+00 1.9167e-23
6.8500e+00 1.9247e-23
6.9000e+00 1.9108e-23
6.9500e+00 1.8738e-23
7.0000e+00 1.8137e-23
7.0500e+00 1.7240e-23
7.1000e+00 1.6008e-23
7.1500e+00 1.4605e-23
7.2000e+00 1.3330e-23
7.2500e+00 1.2382e-23
7.3000e+00 1.1779e-23
7.3500e+00 1.1460e-23
7.4000e+00 1.1352e-23
7.4500e+00 1.1404e-23
7.5000e+00 1.1583e-23
7.5500e+00 1.1857e-23
7.6000e+00 1.2212e-23
7.6500e+00 1.2634e-23
7.7000e+00 1.3115e-23
7.7500e+00 1.3654e-23
7.8000e+00 1.4239e-23
7.8500e+00 1.4869e-23
7.9000e+00 1.5538e-23
7.9500e+00 1.6246e-23
8.0000e+00 1.7008e-23
8.0500e+00 1.7813e-23
8.1000e+00 1.8671e-23
8.1500e+00 1.9582e-23
8.2000e+00 2.0551e-23
8.2500e+00 2.1604e-23
8.3000e+00 2.2720e-23
8.3500e+00 2.3904e-23
8.4000e+00 2.5146e-23
8.4500e+00 2.6440e-23
8.5000e+00 2.7834e-23
8.5500e+00 2.9259e-23
8.6000e+00 3.0706e-23
8.6500e+00 3.2147e-23
8.7000e+00 3.3565e-23
8.7500e+00 3.5080e-23
8.8000e+00 3.6534e-23
8.8500e+00 3.7920e-23
8.9000e+00 3.9205e-23
8.9500e+00 4.0384e-23
9.0000e+00 4.1743e-23
